"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"HLACEUS","200209","0.074","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200210","0.076","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200211","0.074","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200212","0.076","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200213","0.899","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200301","0.096","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200302","0.086","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200303","0.096","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200304","0.092","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200305","0.096","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200306","0.092","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200307","0.096","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200308","0.096","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200309","0.092","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200310","0.096","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200311","0.092","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200312","0.096","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200313","1.125","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200401","0.102","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200402","0.095","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200403","0.102","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200404","0.099","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200405","0.102","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200406","0.099","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200407","0.102","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200408","0.102","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200409","0.099","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200410","0.102","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200411","0.099","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200412","0.102","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200413","1.203","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200501","0.151","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200502","0.136","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200503","0.151","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200504","0.146","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200505","0.151","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200506","0.146","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200507","0.151","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200508","0.151","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200509","0.146","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200510","0.151","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200511","0.146","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200512","0.151","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200513","1.776","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200601","0.147","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200602","0.133","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200603","0.147","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200604","0.142","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200605","0.147","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200606","0.142","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200607","0.147","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200608","0.147","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200609","0.142","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200610","0.147","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200611","0.142","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200612","0.147","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200613","1.729","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200701","0.117","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200702","0.106","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200703","0.117","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200704","0.114","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200705","0.117","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200706","0.114","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200707","0.117","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200708","0.117","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200709","0.114","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200710","0.117","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200711","0.114","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200712","0.117","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200713","1.382","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200801","0.214","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200802","0.2","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200803","0.214","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200804","0.207","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200805","0.214","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200806","0.207","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200807","0.214","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200808","0.214","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200809","0.207","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200810","0.214","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200811","0.207","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200812","0.214","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200813","2.528","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200901","0.15","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200902","0.135","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200903","0.15","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200904","0.145","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200905","0.15","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200906","0.145","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200907","0.15","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200908","0.15","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200909","0.145","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200910","0.15","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200911","0.145","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200912","0.15","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","200913","1.765","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201001","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201002","0.022","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201003","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201004","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201005","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201006","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201007","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201008","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201009","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201010","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201011","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201012","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201013","0.288","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201101","0.025","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201102","0.022","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201103","0.025","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201104","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201105","0.025","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201106","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201107","0.025","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201108","0.025","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201109","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201110","0.025","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201111","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201112","0.025","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201113","0.289","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201201","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201202","0.023","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201203","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201204","0.023","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201205","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201206","0.023","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201207","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201208","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201209","0.023","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201210","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201211","0.023","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201212","0.024","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201213","0.284","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201301","0.033","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201302","0.029","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201303","0.033","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201304","0.031","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201305","0.033","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201306","0.031","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201307","0.033","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201308","0.033","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201309","0.031","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201310","0.033","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201311","0.031","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201312","0.033","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201313","0.383","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201401","0.041","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201402","0.037","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201403","0.041","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201404","0.039","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201405","0.041","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201406","0.039","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201407","0.041","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201408","0.041","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201409","0.039","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201410","0.041","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201411","0.039","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201412","0.041","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201413","0.479","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201501","0.053","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201502","0.048","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201503","0.053","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201504","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201505","0.053","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201506","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201507","0.053","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201508","0.053","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201509","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201510","0.053","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201511","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201512","0.053","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201513","0.628","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201601","0.063","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201602","0.059","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201603","0.063","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201604","0.061","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201605","0.063","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201606","0.061","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201607","0.063","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201608","0.063","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201609","0.061","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201610","0.063","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201611","0.061","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201612","0.063","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201613","0.743","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201701","0.066","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201702","0.06","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201703","0.066","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201704","0.064","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201705","0.066","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201706","0.064","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201707","0.066","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201708","0.066","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201709","0.064","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201710","0.066","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201711","0.064","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201712","0.066","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201713","0.779","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201801","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201802","0.061","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201803","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201804","0.065","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201805","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201806","0.065","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201807","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201808","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201809","0.065","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201810","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201811","0.065","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201812","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201813","0.793","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201901","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201902","0.06","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201903","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201904","0.065","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201905","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201906","0.065","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201907","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201908","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201909","0.065","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201910","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201911","0.065","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201912","0.067","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","201913","0.785","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202001","0.046","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202002","0.043","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202003","0.046","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202004","0.045","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202005","0.046","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202006","0.045","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202007","0.046","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202008","0.046","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202009","0.045","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202010","0.046","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202011","0.045","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202012","0.046","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202013","0.544","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202101","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202102","0.047","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202103","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202104","0.05","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202105","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202106","0.05","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202107","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202108","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202109","0.05","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"HLACEUS","202110","0.052","5","HGL Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
